FWD,0,0.6688
FWD,1,0.6620
FWD,2,0.6533
FWD,3,0.6517
FWD,4,0.6651
FWD,5,0.6823
FWD,6,0.6902
FWD,7,0.6967
FWD,8,0.6910
FWD,9,0.6743
FWD,10,0.6799
FWD,11,0.6920
FWD,12,0.6949
FWD,13,0.6991
FWD,14,0.7010
FWD,15,0.6876
FWD,16,0.6895
FWD,17,0.7047
FWD,18,0.7012
FWD,19,0.6874
FWD,20,0.6886
FWD,21,0.6772
FWD,22,0.6739
FWD,23,0.6684
FWD,24,0.6647
FWD,25,0.6678
FWD,26,0.6743
FWD,27,0.6892
FWD,28,0.6864
FWD,29,0.6729
FWD,30,0.6700
FWD,31,0.6646
FWD,32,0.6712
FWD,33,0.6762
FWD,34,0.6706
FWD,35,0.6546
FWD,36,0.6604
FWD,37,0.6612
FWD,38,0.6483
FWD,39,0.6478
FWD,40,0.6525
FWD,41,0.6636
FWD,42,0.6802
FWD,43,0.6874
FWD,44,0.6864
FWD,45,0.6799
FWD,46,0.6545
FWD,47,0.6544
FWD,48,0.6629
FWD,49,0.6491
FWD,50,0.6483
FWD,51,0.6395
FWD,52,0.6321
FWD,53,0.6365
FWD,54,0.6454
FWD,55,0.6510
FWD,56,0.6419
FWD,57,0.6453
FWD,58,0.6538
FWD,59,0.6500
FWD,60,0.6341
FWD,61,0.6189
FWD,62,0.6173
FWD,63,0.6267
FWD,64,0.6274
FWD,65,0.6259
FWD,66,0.6335
FWD,67,0.6283
FWD,68,0.6326
FWD,69,0.6306
FWD,70,0.6194
FWD,71,0.6141
FWD,72,0.5950
FWD,73,0.5887
FWD,74,0.5847
FWD,75,0.5945
FWD,76,0.6009
FWD,77,0.6049
FWD,78,0.6074
FWD,79,0.6155
FWD,80,0.6205
FWD,81,0.6169
FWD,82,0.6057
FWD,83,0.5906
FWD,84,0.5796
FWD,85,0.5663
FWD,86,0.5647
FWD,87,0.5653
FWD,88,0.5788
FWD,89,0.5794
FWD,90,0.5833
FWD,91,0.5971
FWD,92,0.5986
FWD,93,0.6016
FWD,94,0.6040
REV,0,0.4106
REV,1,0.4078
REV,2,0.4069
REV,3,0.2100
REV,4,-0.2893
REV,5,-0.4078
REV,6,-0.4075
REV,7,-0.4139
REV,8,-0.4140
REV,9,-0.4166
REV,10,-0.4239
REV,11,-0.4248
REV,12,-0.4183
REV,13,-0.4123
REV,14,-0.4131
REV,15,-0.4067
REV,16,-0.4066
REV,17,-0.3970
REV,18,-0.4045
REV,19,-0.4185
REV,20,-0.4267
REV,21,-0.4112
REV,22,-0.4197
REV,23,-0.4197
REV,24,-0.4087
REV,25,-0.4097
REV,26,-0.4117
REV,27,-0.3997
REV,28,-0.3863
REV,29,-0.3829
REV,30,-0.3853
REV,31,-0.3878
REV,32,-0.3789
REV,33,-0.3978
REV,34,-0.4108
REV,35,-0.4197
REV,36,-0.4206
REV,37,-0.4203
REV,38,-0.4208
REV,39,-0.4213
REV,40,-0.4288
REV,41,-0.4195
REV,42,-0.4263
REV,43,-0.4208
REV,44,-0.4155
REV,45,-0.4045
REV,46,-0.4094
REV,47,-0.4045
REV,48,-0.4086
REV,49,-0.4175
REV,50,-0.4165
REV,51,-0.4190
REV,52,-0.4291
REV,53,-0.4270
REV,54,-0.4115
REV,55,-0.4169
REV,56,-0.4359
REV,57,-0.4407
REV,58,-0.4463
REV,59,-0.4501
REV,60,-0.4507
REV,61,-0.4418
REV,62,-0.4544
REV,63,-0.4615
REV,64,-0.4620
REV,65,-0.4634
REV,66,-0.4508
REV,67,-0.4464
REV,68,-0.4520
REV,69,-0.4458
REV,70,-0.4560
REV,71,-0.4570
REV,72,-0.4695
REV,73,-0.4692
REV,74,-0.4639
REV,75,-0.4553
REV,76,-0.4489
REV,77,-0.4455
REV,78,-0.4327
REV,79,-0.4264
REV,80,-0.4358
REV,81,-0.4402
REV,82,-0.4470
REV,83,-0.4439
REV,84,-0.4513
REV,85,-0.4559
REV,86,-0.4647
REV,87,-0.4850
REV,88,-0.4807
REV,89,-0.4769
REV,90,-0.4700
REV,91,-0.4635
REV,92,-0.4705
REV,93,-0.4623
REV,94,-0.4574
